City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
690,Matara,LK,5.9485,80.5353,79.21,86,100,6.76,overcast clouds
691,Tomatlan,MX,19.9333,-105.25,69.33,77,72,2.8,broken clouds
692,Yumen,CN,40.2833,97.2,63.37,9,0,12.01,clear sky
693,Altamira,BR,-3.2033,-52.2064,80.69,89,75,6.91,broken clouds
694,Pishva,IR,35.308,51.7267,81.05,15,94,19.84,overcast clouds
695,Nelson Bay,AU,-32.7167,152.15,71.01,91,98,13.49,overcast clouds
696,Alyangula,AU,-13.8483,136.4192,73.27,94,100,3.44,overcast clouds
697,Mount Isa,AU,-20.7333,139.5,82.17,34,0,9.22,clear sky
698,Fayaoue,NC,-20.65,166.5333,81.66,82,100,21.88,overcast clouds
699,Edson,CA,53.5835,-116.4356,32.14,80,0,3.44,clear sky
700,Nexo,DK,55.0607,15.1306,41.09,95,45,32.82,scattered clouds
701,Bubaque,GW,11.2833,-15.8333,78.4,68,18,8.41,few clouds
